0.497, 0.694
0.499, 0.693
0.502, 0.693
0.500, 0.693
0.501, 0.693
0.503, 0.693
0.725, 0.614
0.809, 0.528
0.786, 0.559
0.500, 0.695
0.536, 0.692
0.518, 0.693
0.483, 0.695
0.504, 0.694
0.478, 0.694
0.801, 0.539
0.823, 0.513
0.837, 0.489
0.862, 0.452
0.873, 0.440
0.879, 0.422
0.900, 0.394
0.888, 0.401
0.901, 0.384
0.905, 0.378
0.916, 0.348
0.914, 0.348
0.932, 0.319
0.935, 0.304
0.942, 0.288
0.946, 0.292
0.948, 0.282
0.950, 0.277
0.953, 0.270
0.947, 0.289
0.949, 0.280
0.955, 0.264
0.955, 0.266
0.960, 0.252
0.964, 0.242
0.966, 0.235
0.967, 0.230
0.968, 0.227
0.968, 0.227
0.969, 0.224
0.971, 0.218
0.971, 0.218
0.974, 0.207
0.976, 0.197
0.973, 0.209
0.975, 0.202
0.974, 0.207
0.976, 0.198
0.979, 0.183
0.979, 0.184
0.980, 0.181
0.975, 0.201
0.981, 0.174
0.979, 0.185
0.979, 0.186
0.982, 0.169
0.984, 0.161
0.982, 0.170
0.985, 0.156
0.987, 0.146
0.986, 0.150
0.986, 0.150
0.988, 0.138
0.989, 0.131
0.990, 0.128
0.989, 0.134
0.990, 0.123
0.989, 0.130
0.991, 0.118
0.990, 0.124
0.991, 0.118
0.992, 0.110
0.993, 0.098
0.979, 0.177
0.992, 0.116
0.991, 0.120
0.994, 0.097
0.993, 0.100
0.994, 0.090
0.993, 0.098
0.994, 0.092
0.994, 0.096
0.995, 0.085
0.994, 0.097
0.994, 0.092
0.996, 0.076
0.996, 0.075
0.997, 0.067
0.996, 0.071
0.997, 0.065
0.996, 0.073
0.996, 0.068
0.997, 0.065
0.997, 0.063
0.992, 0.100
0.990, 0.127
0.996, 0.075
0.997, 0.060
0.996, 0.067
0.996, 0.064
0.991, 0.085
0.988, 0.114
0.990, 0.108
0.989, 0.108
0.988, 0.118
0.987, 0.120
0.991, 0.097
0.992, 0.082
0.991, 0.092
0.988, 0.102
0.994, 0.085
0.998, 0.053
0.997, 0.057
0.855, 0.455
0.848, 0.464
0.893, 0.394
0.518, 0.693
